,title,vote_count,vote_average,overview,release_date,popularity,original_language
104,Harry Potter and the Philosopher's Stone,25634,7.916,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",2001-11-16,161.897,en
105,Gunfight at Rio Bravo,14,4.2,"When mysterious Russian gunslinger Ivan Turchin rides into a small Texas town, he runs afoul of a bloodthirsty outlaw gang known as The Hellhounds. Outmanned and outgunned, the town must put their trust in Turchin to protect them from annihilation at the hands of the bandits. The gunslinger finds allies in the form of Marshal Austin Carter and Sheriff Vernon Kelly, and together the three must make a desperate stand against impossible and violent odds.",2023-01-13,161.377,en
106,The Swordsman,194,7.546,"After being blinded in a coup against the king, Joseon's greatest swordsman goes into hiding, far removed from his city's anguish. But when traffickers kidnap his daughter, he has no choice but to unsheathe his sword once more.",2020-09-23,158.095,ko
107,The Last Voyage of the Demeter,931,7.163,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,2023-08-09,157.447,en
108,Welcome al Norte,19,8.105,"Polito is the manager of a courier and parcel branch in Yucatán, who seeks to fulfill his dream of receiving a promotion and having a place in Cancun to move in with his wife Teo and son. Pressured by his wife, he will be willing to do anything to get it and he plans a strategy where he will achieve his transfer but a little further north: Tijuana.",2023-09-14,157.445,es
109,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",9925,7.13,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",2005-12-07,155.285,en
110,The Equalizer,8338,7.258,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",2014-09-24,154.408,en
111,Best. Christmas. Ever!,56,5.429,"When a twist of fate lands Charlotte and her family at her old college friend’s Jackie’s house only days before Christmas, she seizes the opportunity to prove her old friend's life isn’t as wonderful as it seems from her holiday newsletter.",2023-11-16,153.627,en
112,No Hard Feelings,1765,7.103,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",2023-06-15,153.28,en
113,Emmanuelle: Queen of Sados,61,5.861,"After years of abuse at the hands of her husband, a woman, Emmanouella, is pushed to the breaking point. She hires a hitman to do in her husband, but just when she thinks her troubles are at an end, the assassin blackmails her. As her husband's business partner struggles to prove her guilt, and as the hitman continues to threaten her new found security, Emmanouella struggles to keep her name clear and to keep her naive stepdaughter from becoming tangled in the web of danger she has created.",1980-03-12,151.834,el
114,Encanto,8770,7.623,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",2021-10-13,151.044,en
115,Bottoms,189,6.952,Unpopular best friends PJ and Josie start a high school self-defense club to meet girls and lose their virginity. They soon find themselves in over their heads when the most popular students start beating each other up in the name of self-defense.,2023-08-25,150.98,en
116,Avengers: Endgame,24089,8.3,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,150.53,en
117,Interstellar,32955,8.42,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,149.511,en
118,Bring Her to Me,5,3.8,"A woman is plagued by nightmares about traveling to a dark realm and a demonic entity that awaits her arrival. With the help of a friend, she consults a dream interpreter to end the nightmares, only to find that no one is who they seem and the real horror is about to begin.",2023-10-27,149.188,en
119,Me Before You,11530,7.917,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016-06-01,148.933,en
120,Last Looks,248,5.915,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.",2022-01-27,148.704,en
121,Lord of War,4332,7.29,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",2005-09-16,147.653,en
122,Renegades,16,4.25,"When a retired Green Beret soldier is murdered by an Albanian drug gang in London, four of his veteran SAS comrades set out to avenge him, dispensing their own brand of justice on the streets of London.",2022-12-02,147.367,en
123,"Ruby Gillman, Teenage Kraken",756,7.4,"Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",2023-06-28,146.507,en
124,How the Grinch Stole Christmas,6760,6.741,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,2000-11-17,146.141,en
